Year,League,Franchise,Rank,Gamesplayed,Gamesplayedathome,Wins,Losses,DivisionWinner,WildCardWinner,LeagueChampion,WorldSeriesWinner,RunsScored,Atbats,Hitsbybatters,Doubles,Triples,Homerunsbybatters,Walksbybatters,Strikeoutsbybatters,Stolenbases,Caughtstealing,Battershitbypitch,Sacrificeflies,Opponentsrunsscored,Earnedrunsallowed,Earnedrunaverage,Completegames,Shutouts,Saves,Outspitched,Hitsallowed,Homerunsallowed,Walksallowed,Strikeoutsbypitchers,Errors,Doubleplays,Fieldingpercentage,Homeattendancetotal,Battersparkfactor,Pitchersparkfactor
2006,NL,CIN,3,162,82,80,82,0,0,0,0,749,5515,1419,291,12,217,614,1192,124,33,59,38,801,725,4.51,9,10,36,4337,1576,213,464,1053,128,139,0.979,2134607,104,104
2006,NL,COL,4,162,81,76,86,0,0,0,0,813,5562,1504,325,54,157,561,1108,85,50,60,45,812,749,4.66,5,8,34,4342,1549,155,553,952,91,190,0.985,2104362,109,109
2006,NL,FLA,4,162,81,78,84,0,0,0,0,758,5502,1454,309,42,182,497,1249,110,58,74,42,772,696,4.37,6,6,41,4300,1465,166,622,1088,126,166,0.979,1164134,95,96
2006,NL,HOU,2,162,81,82,80,0,0,0,0,735,5521,1407,275,27,174,585,1076,79,36,73,46,719,666,4.08,5,12,42,4406,1425,182,480,1160,80,164,0.987,3022763,100,99
2006,NL,LAD,2,162,81,88,74,0,1,0,0,820,5628,1552,307,58,153,601,959,128,49,51,48,751,686,4.23,1,10,40,4381,1524,152,492,1068,115,174,0.982,3758545,101,100
2006,NL,MIL,4,162,81,75,87,0,0,0,0,730,5433,1400,301,20,180,502,1233,71,37,82,53,833,763,4.82,7,8,43,4277,1454,177,514,1145,117,126,0.98,2335643,101,101
2006,NL,NYM,1,162,81,97,65,1,0,0,0,834,5558,1469,323,41,200,547,1071,146,35,62,47,731,673,4.14,5,12,43,4384,1402,180,527,1161,104,131,0.983,3379535,98,97
2006,NL,PHI,2,162,81,85,77,0,0,0,0,865,5687,1518,294,41,216,626,1203,92,25,95,44,812,747,4.6,4,6,42,4381,1561,211,512,1138,104,153,0.983,2701815,105,104
2006,NL,PIT,5,162,81,67,95,0,0,0,0,691,5558,1462,286,17,141,459,1200,68,23,89,49,797,720,4.52,2,10,39,4305,1545,156,620,1060,104,168,0.983,1861549,98,99
2006,NL,SDP,1,162,81,88,74,1,0,0,0,731,5576,1465,298,38,161,564,1104,123,31,40,47,679,629,3.87,4,11,50,4391,1385,176,468,1097,92,138,0.985,2659757,91,90
2006,NL,SFG,3,161,81,76,85,0,0,0,0,746,5472,1418,297,52,163,494,891,58,25,53,37,790,735,4.63,7,9,37,4289,1422,153,584,992,91,132,0.985,3130313,100,100
2006,NL,STL,1,161,80,83,78,1,0,1,1,781,5522,1484,292,27,184,531,922,59,32,61,40,762,721,4.54,6,9,38,4289,1475,193,504,970,98,170,0.984,3407104,99,99
2006,NL,WSN,5,162,81,71,91,0,0,0,0,746,5495,1437,322,22,164,594,1156,123,62,69,49,872,803,5.03,1,3,32,4309,1535,193,584,960,131,123,0.978,2153056,94,95
2007,AL,BAL,4,162,81,69,93,0,0,0,0,756,5631,1529,306,30,142,500,939,144,42,47,47,868,827,5.17,4,9,30,4316,1491,161,696,1087,79,155,0.987,2164822,101,102
2007,AL,BOS,1,162,81,96,66,1,0,1,1,867,5589,1561,352,35,166,689,1042,96,24,64,54,657,618,3.87,5,13,45,4316,1350,151,482,1149,81,145,0.986,2970755,106,105
2007,AL,CHW,4,162,81,72,90,0,0,0,0,693,5441,1341,249,20,190,532,1149,78,45,52,35,839,763,4.77,9,9,42,4322,1556,174,499,1015,108,168,0.982,2684395,104,104
2007,AL,CLE,1,162,80,96,66,1,0,0,0,811,5604,1504,305,27,178,590,1202,72,41,80,59,704,658,4.05,9,9,49,4388,1519,146,410,1047,92,167,0.985,2275912,101,100
2007,AL,DET,2,162,81,88,74,0,0,0,0,887,5757,1652,352,50,177,474,1054,103,30,56,45,797,735,4.57,1,9,44,4342,1498,174,566,1047,99,148,0.984,3047133,102,101
2007,AL,KCR,5,162,81,69,93,0,0,0,0,706,5534,1447,300,46,102,428,1069,78,44,89,47,778,716,4.48,2,6,36,4312,1547,168,520,993,106,160,0.982,1616867,100,101
2007,AL,ANA,1,162,81,94,68,1,0,0,0,822,5554,1578,324,23,123,507,883,139,55,40,65,731,674,4.23,5,9,43,4305,1480,151,477,1156,101,154,0.983,3365632,101,100
2007,AL,MIN,3,162,81,79,83,0,0,0,0,718,5522,1460,273,36,118,512,839,112,30,48,45,725,663,4.15,5,8,38,4310,1505,185,420,1094,95,151,0.984,2296383,95,95
2007,AL,NYY,2,162,81,94,68,0,1,0,0,968,5717,1656,326,32,201,637,991,123,40,78,54,777,724,4.49,1,5,34,4352,1498,150,578,1009,88,174,0.985,4271083,101,100
2007,AL,OAK,3,162,81,76,86,0,0,0,0,741,5577,1430,295,16,171,664,1119,52,20,49,56,758,689,4.28,4,9,36,4344,1468,138,530,1036,90,153,0.985,1921844,94,94
2007,AL,SEA,2,162,82,88,74,0,0,0,0,794,5684,1629,284,22,153,389,861,81,30,62,40,813,754,4.73,6,12,43,4303,1578,147,546,1020,90,167,0.985,2672223,96,97
2007,AL,TBD,5,162,81,66,96,0,0,0,0,782,5593,1500,291,36,187,545,1324,131,48,53,52,944,879,5.53,2,2,28,4289,1649,199,568,1194,117,155,0.98,1387603,98,100
2007,AL,TEX,4,162,81,75,87,0,0,0,0,816,5555,1460,298,36,179,503,1224,88,25,56,42,844,755,4.75,0,6,42,4290,1525,155,668,976,124,179,0.98,2353862,101,101
2007,AL,TOR,3,162,81,83,79,0,0,0,0,753,5536,1434,344,24,165,533,1044,57,22,47,48,699,644,4,11,9,44,4346,1383,157,479,1067,102,160,0.984,2360644,100,99
2007,NL,ARI,1,162,81,90,72,1,0,0,0,712,5398,1350,286,40,171,532,1111,109,24,57,58,732,662,4.13,7,12,51,4323,1446,169,546,1088,106,157,0.983,2325249,107,107
2007,NL,ATL,3,162,81,84,78,0,0,0,0,810,5689,1562,328,27,176,534,1149,64,30,49,47,733,665,4.11,1,6,36,4369,1442,172,537,1106,107,141,0.983,2745207,98,98
2007,NL,CHC,1,162,81,85,77,1,0,0,0,752,5643,1530,340,28,151,500,1054,86,33,40,37,690,650,4.04,2,10,39,4340,1340,165,573,1211,94,134,0.984,3252462,105,104
2007,NL,CIN,5,162,81,72,90,0,0,0,0,783,5607,1496,293,23,204,536,1113,97,31,66,46,853,796,4.94,6,7,34,4349,1605,198,482,1068,95,155,0.984,2058593,104,104
2007,NL,COL,2,163,82,90,73,0,1,1,0,860,5691,1591,313,36,171,622,1152,100,31,58,44,758,706,4.32,4,7,39,4416,1497,164,504,967,68,180,0.989,2376250,107,108
2007,NL,FLA,5,162,81,71,91,0,0,0,0,790,5627,1504,340,38,201,521,1332,105,34,82,42,891,793,4.94,0,4,40,4331,1617,176,661,1142,137,159,0.977,1370511,97,98
2007,NL,HOU,4,162,81,73,89,0,0,0,0,723,5605,1457,293,30,167,547,1043,65,33,55,40,813,761,4.68,2,6,38,4394,1566,206,510,1109,103,128,0.983,3020405,100,100
2007,NL,LAD,4,162,81,82,80,0,0,0,0,735,5614,1544,276,35,129,511,864,137,50,41,55,727,677,4.2,4,6,43,4350,1443,146,518,1184,114,160,0.981,3857036,101,100
2007,NL,MIL,2,162,81,83,79,0,0,0,0,801,5554,1455,310,37,231,501,1137,96,32,76,47,776,708,4.41,3,6,49,4333,1513,161,507,1174,109,144,0.982,2869144,100,100
2007,NL,NYM,2,162,81,88,74,0,0,0,0,804,5605,1543,294,27,177,549,981,200,46,54,58,750,687,4.26,2,10,39,4357,1415,165,570,1134,101,124,0.983,3853955,98,97
2007,NL,PHI,1,162,81,89,73,1,0,0,0,892,5688,1558,326,41,213,641,1205,138,19,90,52,821,767,4.73,5,5,42,4375,1555,198,558,1050,89,162,0.986,3108325,104,103
2007,NL,PIT,6,162,81,68,94,0,0,0,0,724,5569,1463,322,31,148,463,1135,68,30,71,51,846,793,4.93,4,5,32,4343,1627,174,518,997,83,190,0.986,1749142,97,98
2007,NL,SDP,3,163,81,89,74,0,0,0,0,741,5612,1408,322,31,171,557,1229,55,24,49,44,666,611,3.7,1,20,45,4454,1406,119,474,1136,92,147,0.985,2790074,90,90
2007,NL,SFG,5,162,81,71,91,0,0,0,0,683,5538,1407,267,37,131,532,907,119,33,39,36,720,677,4.19,5,10,37,4361,1442,133,593,1057,88,148,0.986,3223215,101,101
2007,NL,STL,3,162,81,78,84,0,0,0,0,725,5529,1513,279,13,141,506,909,56,33,54,54,829,741,4.65,2,8,34,4307,1514,168,509,945,121,155,0.98,3552180,99,99
2007,NL,WSN,4,162,81,73,89,0,0,0,0,673,5520,1415,309,31,123,524,1128,69,23,53,41,783,736,4.58,0,6,46,4340,1502,187,580,931,109,153,0.982,1943812,94,95
2008,AL,BAL,5,161,81,68,93,0,0,0,0,782,5559,1486,322,30,172,533,990,81,37,42,48,869,810,5.13,4,4,35,4266,1538,184,687,922,100,163,0.983,1950075,101,102
2008,AL,BOS,2,162,81,95,67,0,1,0,0,845,5596,1565,353,33,173,646,1068,120,35,70,62,694,645,4.01,5,16,47,4339,1369,147,548,1185,85,149,0.986,3048250,108,106
2008,AL,CHW,1,163,82,89,74,1,0,0,0,811,5553,1458,296,13,235,540,1016,67,34,63,47,729,658,4.06,4,10,34,4373,1471,156,460,1147,108,155,0.983,2500648,105,105
2008,AL,CLE,3,162,81,81,81,0,0,0,0,805,5543,1455,339,22,171,560,1213,77,29,103,49,761,711,4.45,10,13,31,4311,1530,170,444,986,94,182,0.985,2169760,98,98
2008,AL,DET,5,162,81,74,88,0,0,0,0,821,5641,1529,293,41,200,572,1076,63,31,44,44,857,786,4.9,1,2,34,4335,1541,172,644,991,113,172,0.981,3202645,103,103
2008,AL,KCR,4,162,81,75,87,0,0,0,0,691,5608,1507,303,28,120,392,1005,79,38,50,36,781,720,4.48,2,8,44,4337,1473,159,515,1085,96,159,0.984,1578922,98,100
2008,AL,ANA,1,162,81,100,62,1,0,0,0,765,5540,1486,274,25,159,481,987,129,48,52,50,697,644,3.99,7,10,66,4354,1455,160,457,1106,91,159,0.985,3336747,103,102
2008,AL,MIN,2,163,81,88,75,0,0,0,0,829,5641,1572,298,49,111,529,979,102,42,36,72,745,675,4.16,5,10,42,4377,1568,183,406,995,108,168,0.982,2302431,96,96
2008,AL,NYY,3,162,81,89,73,0,0,0,0,789,5572,1512,289,20,180,535,1015,118,39,80,39,727,685,4.28,1,11,42,4325,1478,143,489,1141,83,141,0.986,4298655,103,102
2008,AL,OAK,3,161,81,75,86,0,0,0,0,646,5451,1318,270,23,125,574,1226,88,21,48,35,690,640,4.01,4,7,33,4305,1364,135,576,1061,98,169,0.984,1665256,95,95
2008,AL,SEA,4,162,81,61,101,0,0,0,0,671,5643,1498,285,20,124,417,890,90,32,38,42,811,754,4.73,4,4,36,4306,1544,161,626,1016,99,160,0.984,2329702,97,97
2008,AL,TBD,1,162,81,97,65,1,0,1,0,774,5541,1443,284,37,180,626,1224,142,50,68,52,671,618,3.82,7,12,52,4373,1349,166,526,1143,90,153,0.985,1811986,101,101
2008,AL,TEX,2,162,81,79,83,0,0,0,0,901,5728,1619,376,35,194,595,1207,81,25,63,54,967,860,5.37,6,8,36,4326,1647,176,625,963,132,191,0.978,1945677,102,102
2008,AL,TOR,4,162,81,86,76,0,0,0,0,714,5503,1453,303,32,126,521,938,80,27,59,56,610,561,3.49,15,13,44,4340,1330,134,467,1184,84,137,0.986,2399786,98,97
2008,NL,ARI,2,162,81,82,80,0,0,0,0,720,5409,1355,318,47,159,587,1287,58,23,49,43,706,635,3.98,6,9,39,4304,1403,147,451,1229,113,137,0.981,2509924,108,108
2008,NL,ATL,4,162,81,72,90,0,0,0,0,753,5604,1514,316,33,130,618,1023,58,27,42,34,778,714,4.46,2,7,26,4322,1439,156,586,1076,107,149,0.983,2532834,98,98
2008,NL,CHC,1,161,81,97,64,1,0,0,0,855,5588,1552,329,21,184,636,1186,87,34,50,45,671,624,3.87,2,8,44,4352,1329,160,548,1264,99,118,0.983,3300200,108,107
2008,NL,CIN,5,162,81,74,88,0,0,0,0,704,5465,1351,269,24,187,560,1125,85,47,50,41,800,729,4.55,2,6,34,4327,1542,201,557,1227,114,156,0.981,2058632,102,103
2008,NL,COL,3,162,81,74,88,0,0,0,0,747,5557,1462,310,28,160,570,1209,141,37,57,38,822,766,4.77,3,8,36,4338,1547,148,562,1041,96,176,0.985,2650218,109,109
2008,NL,FLA,3,161,81,84,77,0,0,0,0,770,5499,1397,302,28,208,543,1371,76,28,69,46,767,707,4.43,2,8,36,4306,1421,161,586,1127,117,122,0.98,1335076,101,101
2008,NL,HOU,3,161,80,86,75,0,0,0,0,712,5451,1432,284,22,167,449,1051,114,52,52,41,743,691,4.36,4,13,48,4276,1453,197,492,1095,67,142,0.989,2779487,98,98
2008,NL,LAD,1,162,81,84,78,1,0,0,0,700,5506,1455,271,29,137,543,1032,126,43,43,38,648,591,3.68,5,11,35,4342,1381,123,480,1205,101,138,0.984,3730553,98,97
2008,NL,MIL,2,162,81,90,72,0,1,0,0,750,5535,1398,324,35,198,550,1203,108,38,69,43,689,623,3.85,12,10,45,4367,1415,175,528,1110,101,160,0.984,3068458,98,98
2008,NL,NYM,2,162,81,89,73,0,0,0,0,799,5606,1491,274,38,172,619,1024,138,36,39,49,715,662,4.07,5,12,43,4393,1415,163,590,1181,83,126,0.986,4042045,99,98
2008,NL,PHI,1,162,81,92,70,1,0,1,1,799,5509,1407,291,36,214,586,1117,136,25,67,40,680,625,3.88,4,11,47,4349,1444,160,533,1081,90,142,0.985,3422583,103,102
2008,NL,PIT,6,162,81,67,95,0,0,0,0,735,5628,1454,314,21,153,474,1039,57,19,59,51,884,822,5.08,3,7,34,4365,1631,176,657,963,107,179,0.983,1609076,96,98
2008,NL,SDP,5,162,81,63,99,0,0,0,0,637,5568,1390,264,27,154,518,1259,36,17,53,46,764,714,4.41,3,6,30,4375,1466,165,561,1100,85,149,0.986,2427535,88,88
2008,NL,SFG,4,162,81,72,90,0,0,0,0,640,5543,1452,311,37,94,452,1044,108,46,48,44,759,701,4.38,4,12,41,4326,1416,147,652,1240,96,129,0.983,2863837,102,103
2008,NL,STL,4,162,81,86,76,0,0,0,0,779,5636,1585,283,26,174,577,985,73,32,42,44,725,677,4.19,2,7,42,4362,1517,163,496,957,85,156,0.986,3432917,99,99
2008,NL,WSN,5,161,80,59,102,0,0,0,0,641,5491,1376,269,26,117,534,1095,81,43,67,36,825,742,4.66,2,8,28,4302,1496,190,588,1063,123,143,0.98,2320400,99,100
2009,AL,BAL,5,162,81,64,98,0,0,0,0,741,5618,1508,307,19,160,517,1013,76,37,39,46,876,817,5.15,2,3,31,4287,1633,218,546,933,90,151,0.985,1907163,101,102
2009,AL,BOS,2,162,81,95,67,0,1,0,0,872,5543,1495,335,25,212,659,1120,126,39,70,51,736,695,4.35,8,11,41,4310,1494,167,530,1230,82,121,0.986,3062699,106,105
2009,AL,CHW,3,162,81,79,83,0,0,0,0,724,5463,1410,246,20,184,534,1022,113,49,62,39,732,663,4.14,4,11,36,4319,1438,169,507,1119,113,158,0.981,2284163,105,105
2009,AL,CLE,4,162,81,65,97,0,0,0,0,773,5568,1468,314,28,161,582,1211,84,31,81,50,865,806,5.06,5,6,25,4302,1570,183,598,986,97,170,0.984,1766242,95,95
2009,AL,DET,2,163,81,86,77,0,0,0,0,743,5540,1443,245,35,183,540,1114,72,33,61,39,745,690,4.29,4,9,42,4341,1449,182,594,1102,88,164,0.985,2567165,101,102
2009,AL,KCR,4,162,81,65,97,0,0,0,0,686,5532,1432,276,51,144,457,1091,88,29,42,32,842,765,4.83,10,9,34,4278,1486,166,600,1153,117,159,0.98,1797891,97,99
2009,AL,ANA,1,162,81,97,65,1,0,0,0,883,5622,1604,293,33,173,547,1054,148,63,41,52,761,715,4.45,9,13,51,4335,1513,180,523,1062,85,174,0.986,3240386,99,98
2009,AL,MIN,1,163,82,87,76,1,0,0,0,817,5608,1539,271,40,172,585,1021,85,32,45,57,765,726,4.5,4,7,48,4359,1542,185,466,1052,76,135,0.987,2416237,99,98
2009,AL,NYY,1,162,81,103,59,1,0,1,1,915,5660,1604,325,21,244,663,1014,111,28,54,39,753,687,4.26,3,8,51,4350,1386,181,574,1260,86,131,0.985,3719358,105,103
2009,AL,OAK,4,162,81,75,87,0,0,0,0,759,5584,1464,307,21,135,527,1046,133,48,50,54,761,685,4.26,2,10,38,4342,1486,156,523,1124,105,155,0.983,1408783,99,99
2009,AL,SEA,3,162,81,85,77,0,0,0,0,640,5543,1430,280,19,160,421,1093,89,33,49,44,692,625,3.87,4,10,49,4358,1359,172,534,1043,105,150,0.982,2195533,94,96
2009,AL,TBD,3,162,81,84,78,0,0,0,0,803,5462,1434,297,36,199,642,1229,194,61,49,45,754,686,4.33,3,5,41,4282,1421,183,515,1125,98,135,0.983,1874962,98,97
2009,AL,TEX,2,162,81,87,75,0,0,0,0,784,5526,1436,296,27,224,472,1253,149,36,37,51,740,698,4.38,8,11,45,4304,1432,171,531,1016,106,168,0.982,2156016,104,104
2009,AL,TOR,4,162,81,75,87,0,0,0,0,798,5696,1516,339,13,209,548,1028,73,23,45,49,771,720,4.47,10,10,25,4353,1509,181,551,1181,76,168,0.988,1876129,100,99
2009,NL,ARI,5,162,81,70,92,0,0,0,0,720,5565,1408,307,45,173,571,1298,102,40,37,41,782,711,4.42,4,12,36,4343,1470,168,525,1158,124,133,0.98,2128765,105,106
2009,NL,ATL,3,162,81,86,76,0,0,0,0,735,5539,1459,300,20,149,602,1064,58,26,52,47,641,581,3.57,3,10,38,4388,1399,119,530,1232,96,159,0.985,2373631,99,98
2009,NL,CHC,2,161,80,83,78,0,0,0,0,707,5486,1398,293,29,161,592,1185,56,34,59,42,672,616,3.84,3,8,40,4336,1329,160,586,1272,105,144,0.983,3168859,107,106
2009,NL,CIN,4,162,81,78,84,0,0,0,0,673,5462,1349,280,25,158,531,1129,96,40,53,41,723,677,4.18,6,12,41,4375,1420,188,577,1069,89,161,0.985,1747919,100,100
2009,NL,COL,2,162,81,92,70,0,1,0,0,804,5398,1408,300,50,190,660,1277,106,55,47,60,715,675,4.22,5,7,45,4315,1427,141,528,1154,87,146,0.986,2665080,112,112
2009,NL,FLA,2,162,81,87,75,0,0,0,0,772,5572,1493,296,25,159,568,1226,75,35,63,39,766,690,4.29,5,5,45,4339,1425,160,601,1248,106,129,0.982,1464109,102,102
2009,NL,HOU,5,162,81,74,88,0,0,0,0,643,5436,1415,270,32,142,448,990,113,44,43,45,770,722,4.54,5,10,39,4290,1521,176,546,1144,78,161,0.987,2521076,98,98
2009,NL,LAD,1,162,81,95,67,1,0,0,0,780,5592,1511,278,39,145,607,1068,116,48,63,44,611,558,3.41,1,9,44,4420,1265,127,584,1272,83,134,0.986,3761655,96,95
2009,NL,MIL,3,162,81,80,82,0,0,0,0,785,5510,1447,281,37,182,610,1231,68,37,71,47,818,770,4.83,1,8,44,4305,1498,207,607,1104,98,149,0.984,3037451,98,98
2009,NL,NYM,4,162,81,70,92,0,0,0,0,671,5453,1472,295,49,95,526,928,122,44,36,55,757,705,4.45,3,12,39,4278,1452,158,616,1031,97,134,0.984,3168571,97,97
2009,NL,PHI,1,162,81,93,69,1,0,1,0,820,5578,1439,312,35,224,589,1155,119,28,71,45,709,673,4.16,8,9,44,4367,1479,189,489,1153,76,132,0.987,3600693,101,100
2009,NL,PIT,6,161,81,62,99,0,0,0,0,636,5417,1364,289,34,125,499,1142,90,32,46,36,768,723,4.59,5,7,28,4255,1491,152,563,919,73,171,0.988,1577853,98,99
2009,NL,SDP,4,162,81,75,87,0,0,0,0,638,5425,1315,265,31,141,586,1182,82,29,57,36,769,704,4.37,2,9,45,4352,1422,167,603,1187,94,146,0.984,1919603,90,90
2009,NL,SFG,3,162,81,88,74,0,0,0,0,657,5493,1411,275,43,122,392,1158,78,28,50,55,611,571,3.55,11,18,41,4338,1268,140,584,1302,88,138,0.985,2862110,102,102
2009,NL,STL,1,162,81,91,71,1,0,0,0,730,5465,1436,294,29,160,528,1041,75,31,61,43,640,586,3.66,8,11,43,4322,1407,123,460,1049,96,167,0.985,3343252,98,97
2009,NL,WSN,5,162,81,59,103,0,0,0,0,710,5493,1416,271,38,156,617,1208,73,40,56,42,874,791,5,6,3,33,4273,1533,173,629,911,143,155,0.977,1817226,99,101
2010,AL,BAL,5,162,81,66,96,0,0,0,0,613,5554,1440,264,21,133,424,1056,76,34,54,45,785,733,4.59,3,7,35,4309,1508,186,520,1007,105,141,0.982,1733018,101,102
2010,AL,BOS,3,162,81,89,73,0,0,0,0,818,5646,1511,358,22,211,587,1140,68,17,47,46,744,679,4.2,3,9,44,4370,1402,152,580,1207,111,132,0.982,3046443,106,105
2010,AL,CHW,2,162,81,88,74,0,0,0,0,752,5484,1467,263,21,177,467,922,160,74,79,38,704,658,4.09,6,11,43,4339,1471,136,490,1149,103,158,0.983,2194378,105,105
2010,AL,CLE,4,162,81,69,93,0,0,0,0,646,5487,1362,290,20,128,545,1184,91,33,64,33,752,684,4.3,10,4,34,4299,1477,147,572,967,110,179,0.982,1394812,93,93
2010,AL,DET,3,162,81,81,81,0,0,0,0,751,5643,1515,308,32,152,546,1147,69,30,41,41,743,690,4.3,6,5,32,4333,1445,142,537,1056,109,171,0.982,2461237,101,101
2010,AL,KCR,5,162,81,67,95,0,0,0,0,676,5604,1534,279,31,121,471,905,115,50,35,53,845,794,4.97,7,3,44,4310,1553,176,551,1035,121,138,0.98,1615324,99,101
2010,AL,ANA,3,162,81,80,82,0,0,0,0,681,5488,1363,276,19,155,466,1070,104,52,52,37,702,651,4.04,10,9,39,4348,1422,148,565,1130,113,116,0.981,3250816,98,98
2010,AL,MIN,1,162,81,94,68,1,0,0,0,781,5568,1521,318,41,142,559,967,68,28,39,53,671,638,3.95,9,13,40,4358,1493,155,383,1048,78,150,0.987,3223640,101,100
2010,AL,NYY,2,162,81,95,67,0,1,0,0,859,5567,1485,275,32,201,662,1136,103,30,73,44,693,651,4.06,3,8,39,4327,1349,179,540,1154,69,161,0.988,3765807,105,103
2010,AL,OAK,2,162,81,81,81,0,0,0,0,663,5448,1396,276,30,109,527,1061,156,38,47,51,626,566,3.56,7,17,38,4295,1315,153,512,1070,99,147,0.984,1418391,100,100
2010,AL,SEA,4,162,81,61,101,0,0,0,0,513,5409,1274,227,16,101,459,1184,142,39,39,40,698,628,3.93,11,10,38,4314,1402,157,452,973,110,145,0.982,2085488,93,95
2010,AL,TBD,1,162,81,96,66,1,0,0,0,802,5439,1343,295,37,160,672,1292,172,47,57,57,649,611,3.78,6,12,51,4361,1347,175,478,1189,85,134,0.986,1843445,96,95
2010,AL,TEX,1,162,81,90,72,1,0,1,0,787,5635,1556,268,25,162,511,986,123,48,45,54,687,636,3.93,7,8,46,4366,1355,162,551,1181,105,133,0.982,2505171,105,104
2010,AL,TOR,4,162,78,85,77,0,0,0,0,755,5495,1364,319,21,257,471,1164,58,20,55,34,728,676,4.22,5,11,45,4322,1407,150,539,1184,92,172,0.985,1625555,100,100
2010,NL,ARI,5,162,81,65,97,0,0,0,0,713,5473,1366,301,34,180,589,1529,86,41,39,41,836,765,4.81,3,3,35,4296,1503,210,548,1070,102,152,0.983,2056941,104,105
2010,NL,ATL,2,162,81,91,71,0,1,0,0,738,5463,1411,312,25,139,634,1140,63,29,51,35,629,569,3.56,2,9,41,4318,1326,126,505,1241,126,166,0.98,2510119,98,97
2010,NL,CHC,5,162,81,75,87,0,0,0,0,685,5512,1414,298,27,149,479,1236,55,31,50,38,767,668,4.18,1,14,40,4310,1409,154,605,1268,126,137,0.979,3062973,108,108
2010,NL,CIN,1,162,81,91,71,1,0,0,0,790,5579,1515,293,30,188,522,1218,93,43,68,50,685,648,4.01,4,9,43,4359,1404,158,524,1130,72,142,0.988,2060550,99,99
2010,NL,COL,3,162,81,83,79,0,0,0,0,770,5530,1452,270,54,173,585,1274,99,42,47,47,717,663,4.14,6,12,35,4326,1405,139,525,1234,101,182,0.984,2875245,115,115
2010,NL,FLA,3,162,81,80,82,0,0,0,0,719,5531,1403,294,37,152,514,1375,92,26,55,43,717,652,4.08,5,17,39,4315,1433,134,549,1168,123,130,0.979,1535226,105,104
2010,NL,HOU,4,162,81,76,86,0,0,0,0,611,5452,1348,252,25,108,415,1025,100,36,33,29,729,654,4.09,4,11,45,4318,1446,140,548,1210,103,135,0.983,2331490,95,96
2010,NL,LAD,4,162,81,80,82,0,0,0,0,667,5426,1368,270,29,120,533,1184,92,50,46,50,692,643,4.01,4,16,41,4325,1323,134,539,1274,98,124,0.984,3562320,95,95
2010,NL,MIL,3,162,81,77,85,0,0,0,0,750,5606,1471,293,33,182,546,1216,81,26,81,35,804,733,4.58,3,7,35,4317,1487,173,582,1258,101,142,0.983,2776531,98,98
2010,NL,NYM,4,162,81,79,83,0,0,0,0,656,5465,1361,266,40,128,502,1095,130,44,46,57,652,597,3.7,8,19,36,4359,1438,135,545,1106,87,159,0.986,2559738,97,97
2010,NL,PHI,1,162,84,97,65,1,0,0,0,772,5581,1451,290,34,166,560,1064,108,21,63,43,640,594,3.67,14,21,40,4369,1402,168,416,1183,83,158,0.986,3647249,101,100
2010,NL,PIT,6,162,81,57,105,0,0,0,0,587,5386,1303,276,27,126,463,1207,87,36,33,33,866,784,5,1,6,31,4235,1567,167,538,1026,127,120,0.979,1613399,99,101
2010,NL,SDP,2,162,81,90,72,0,0,0,0,665,5434,1338,236,24,132,538,1183,124,50,50,46,581,549,3.39,2,20,49,4369,1305,139,517,1295,72,141,0.988,2131774,91,91
2010,NL,SFG,1,162,81,92,70,1,0,1,1,697,5488,1411,284,30,162,487,1099,55,32,50,41,583,546,3.36,6,17,57,4383,1279,134,578,1331,73,110,0.988,3037443,101,101
2010,NL,STL,2,162,81,86,76,0,0,0,0,736,5542,1456,285,18,150,541,1027,79,41,50,40,641,577,3.57,7,16,32,4361,1412,133,477,1094,99,172,0.984,3301218,97,97
2010,NL,WSN,5,162,81,69,93,0,0,0,0,655,5418,1355,250,31,149,503,1220,110,41,60,47,742,658,4.13,2,5,37,4305,1469,151,512,1068,127,148,0.979,1828066,99,100
2011,AL,BAL,5,162,81,69,93,0,0,0,0,708,5585,1434,273,13,191,452,1120,81,25,52,43,860,786,4.89,3,7,32,4340,1568,210,535,1044,110,159,0.982,1755461,96,97
2011,AL,BOS,3,162,81,90,72,0,0,0,0,875,5710,1600,352,35,203,578,1108,102,42,50,50,737,680,4.2,2,13,36,4372,1366,156,540,1213,92,120,0.985,3054001,106,105
2011,AL,CHW,3,162,81,79,83,0,0,0,0,654,5502,1387,252,16,154,475,989,81,53,84,46,706,665,4.1,6,14,42,4380,1463,147,439,1220,79,129,0.987,2001117,99,100
2011,AL,CLE,2,162,81,80,82,0,0,0,0,704,5509,1380,290,26,154,494,1269,89,42,65,43,760,683,4.23,2,4,38,4360,1482,153,463,1024,110,130,0.982,1840835,96,97
2011,AL,DET,1,162,81,95,67,1,0,0,0,787,5563,1540,297,34,169,521,1143,49,20,39,58,711,647,4.04,4,14,52,4320,1406,149,492,1115,103,148,0.983,2642045,103,102
2011,AL,KCR,4,162,81,71,91,0,0,0,0,730,5672,1560,325,41,129,442,1006,153,58,39,57,762,716,4.44,2,6,37,4354,1487,163,557,1080,95,149,0.985,1724450,101,101
2011,AL,ANA,2,162,81,86,76,0,0,0,0,667,5513,1394,289,34,155,442,1086,135,52,51,32,633,581,3.57,12,11,39,4395,1388,142,476,1058,93,157,0.985,3166321,93,93
